CompNameCommon,Address,PostalCode,Province,City,Contact,Email,PhoneMain,CompWCBNumber,PermanentlyClosedFlag,CompNameAlias,CompNameLegal,HasActiveHCP,AddressText
Trader,1479 Ellice Ave Suite Unit G,R3H 1H9,MB,Winnipeg,Tanis Morwick,www.trader.com,949-6800,1061043,,Trader Publication,,FALSE,1479 Ellice Ave Suite Unit G
Trades Labour (Winnipeg) Corporation,405 Ellice Ave Suite A,R3B 2Y5,MB,Winnipeg,"Darrell White, Br Manager",darrel@tradeslabour.com,204-943-0055 Ã© c: 930-2000,1683622,,TLC,,FALSE,405 Ellice Ave Suite A
Tradewind Enterprise Ltd,NE 31-12-7 E,R0E 2B0,MB,Tyndall,Gary Gauthier,,268-3278,0811687,,Gary's Backhoe Service,,FALSE,NE 31-12-7 E
Traffic Safe Solutions Inc.,1313 Kenaston Blvd,R2P 2P2,MB,Winnipeg,Bill Perry (mgt. co-chair)Alan Anderson (worker co-chair),bill.perry@xerox.com,204-791-0507 or 204-488-4692 ext. 103,1598267,,,Traffic Safe Inc.,FALSE,1313 Kenaston Blvd
Trail Blazers Builders Ltd.,,,MB,,,,,,,,,FALSE,
Trail Meats 1984,133 Rosedale Ave,R0J 1H0,MB,Neepawa,Fred Debruin,,204-476-3366,1307487,,,,FALSE,133 Rosedale Ave
T-Rail Products Inc.,,,MB,,,,,,,,,FALSE,
Trailblazer Builders,,,MB,,,,,,,,,FALSE,
Trailblazer Builders Ltd,,R0A 0Y0,MB,Lorette,Tyler Campbell,trailblazerbuilders08@gmail.com,801-1182,,,,,FALSE,
Trailblazers Life Choices Inc,1325 Markham Road Suite 10,R3T 4J6,MB,Winnipeg,Donna McGeough,,204-257-0813,1486588,,,Trailblazers Life Choices Inc,FALSE,1325 Markham Road Suite 10
Trailer Wizard,63 Bergan Cutoff Road,R3C 2E6,MB,Winnipeg,,,204.633.9590,,,,,FALSE,63 Bergan Cutoff Road
Trailmobile Canada,2095 Logan Ave,R2R 0J1,MB,Winnipeg,Debbie Watson,,633-7270,0336842,,,,FALSE,2095 Logan Ave
Trails West Motor Inn,210 18th St N,R7A 6P3,MB,Brandon,Heidi Howarth,,727-3800,0991097,,,,FALSE,210 18th St N
Trainor Laboratory,233 Kennedy St Suite 306 306,R3C 0L7,MB,Winnipeg,J M Trainor,,944-9707,0679084,,,Trainor Clinical Laboratories Inc,FALSE,233 Kennedy St Suite 306 306
Trak Pipeline Contractors Inc,16 Industrial Drive,T4S 1P4,AB,Sylvan Lake,Norman Janke,,403-887-2777,,,,,FALSE,16 Industrial Drive
Trakside Motors,,,MB,,,,,,,,,FALSE,
Tralle Works Ltd,,,MB,,,,,,,,,FALSE,
Tran Mai Inc,44 Southland Drive,R2E 0B3,MB,East St. Paul,Long Tran,N/A,951.8397,,,,,FALSE,44 Southland Drive
Trans America Sales & Lease,,,MB,,Harley Unruh (Owner),hu@transamericasales.ca,204.771.2013,,,,,FALSE,
Trans Canada Bearing & Machine,373 King St E,R0M 2C0,MB,Virden,,,204-748-3884,0314021,,Grant's Welding & Machine Ltd,,FALSE,373 King St E
Trans Canada Shell,Trans Canada Hwy 1 E,R1N 3B5,MB,Portage La Prairie,Barry Loewen,,857-9997,1267434,,,3176097 Manitoba Ltd,FALSE,Trans Canada Hwy 1 E
Trans Canada Tarps,,,MB,,,,,,,,,FALSE,
Trans Canada Tarps,1491 Hwy 26,R4L 1B1,MB,St Francois Xavier,Randy Maxwell,,204-864-2678,,,,,FALSE,1491 Hwy 26
TransCanada Calibrations Ltd,1048 Arnould Road,,MB,Ile Des Chenes,Scott Van Aschte,,"204-878-4373, ext. 221",1295567,,,TransCanada Calibrations Ltd,FALSE,1048 Arnould Road
Transcanada Motorsport,,,MB,,Scott Harland,,204-725-1003,,,,,FALSE,
Transcanada Paving,163 Cordite Road,R3W 1S1,MB,Winnipeg,Karl Unruh,transkor@shaw.ca,668-0969,,,,,FALSE,163 Cordite Road
Transcanada Pipelines Ltd,450 1st St SW Suite 1450,T2P 5H1,MB,Calgary,Jan Leighton,,(403) 920-2970,0365676,,,,FALSE,450 1st St SW Suite 1450
Transcanada Plumbing & Heating Ltd,1460 Wellington Ave,R3E 0K5,MB,Winnipeg,Carmel or Luciene Poirier,,204-775-8881,1259902,,Roto Rooter,Transcanada Plumbing & Heating Ltd,FALSE,1460 Wellington Ave
Transcanada Plumbing & Heating Ltd,1460 Wellington Ave,R3E 0K5,MB,Winnipeg,Ron Evans / Luciene Poirier,,775-8881,1259902,,Roto Rooter,,FALSE,1460 Wellington Ave
Transcona Aquatic Park,,,MB,,,,204.774.7441,,,,,FALSE,
Transcona Building,,,MB,,,,,,,,,FALSE,
Transcona Business Improvement Zone,139 B Regent Ave W,R2C 1R1,MB,Winnipeg,,,222-8566,1216647,,Transcona Biz,,FALSE,139 B Regent Ave W
Transcona Dental Centre,701 Regent Ave W Suite 142,R2C 1S3,MB,Winnipeg,Dr. Strong,,222-8609,6044606,,,,FALSE,701 Regent Ave W Suite 142
Transcona East End Community Centre,,,MB,,,,,,,,Transcona East End Community Centre,FALSE,
Transcona Funeral Chapel Ltd,1800 Day St,R2C 1E8,MB,Winnipeg,D Briercliffe,,222-6677,0641514,,,,FALSE,1800 Day St
Transcona Golf Club (1982) Inc,2120 Dugald Road,R2C 3G7,MB,Winnipeg,,,,0794750,,,,FALSE,2120 Dugald Road
Transcona Jaycees Day Care,1800 Winona St,R2C 2R2,MB,Winnipeg,Cheryl Erickson,,222-313,0778381,,,,FALSE,1800 Winona St
Transcona Kennels,1094 Bay Road,R1A 3L1,MB,St Andrews,Len Johnson,,757-2023,9910039,,,,FALSE,1094 Bay Road
Transcona Medical Clinic,,,MB,,,,,,,,,FALSE,
Transcona Optical,212 Regent Ave W,R2C 1R2,MB,Winnipeg,,,204.224.2254,,,,,FALSE,212 Regent Ave W
Transcona Roofing (2000) Limited,992 Dugald Road,R2J 0G9,MB,Winnipeg,Juan Fernandex (Owner),juan@transconaroofing.ca,204-233-3716,0936880,,,,FALSE,992 Dugald Road
Transcona Roofing (2000) Limited,992 Dugald Road,R2J 0G9,MB,Winnipeg,Juan Fernandex (Owner),juan@transconaroofing.ca,204-233-3716,0936880,,,,FALSE,992 Dugald Road
Transcona Springfield Employment Network Inc,232 Regent Ave W Suite Unit 3,R2C 1C2,MB,Winnipeg,Ivan Gallego,,777-0302,1294875,,,,FALSE,232 Regent Ave W Suite Unit 3
Transcona Trailer Sales Ltd,1330 Dugald Road,R2J 0H2,MB,Winnipeg,Terry Bromlee,,237-7272,0620963,,,,FALSE,1330 Dugald Road
Transcona Veterinary Hospital,501 Pandora Ave W,R2C 1M8,MB,Winnipeg,Dr Murray Moffatt or Kim Webster,tvh@mts.net,222-5251,1564988,,Murray R Moffat Holdings Ltd,4913044 Manitoba Ltd,FALSE,501 Pandora Ave W
Transcona X-RayÂ Clinic,,,MB,,,,,,,,,FALSE,
Transcontinental Inc,395 Blvd LeBeau,H4N 1S2,PQ,St Laurent,,,514-954-4000,1479146,,Transcontinental Printing GT Inc or Transcontinental LGM - Coronet or LGM Graphics,,FALSE,395 Blvd LeBeau
Transitional Living Centres (T.L.C.) Inc.,,,MB,,,,,,,,,FALSE,
Transkor Construction Ltd,335 Kingford Ave,R3W 1S5,MB,Winnipeg,KARL UNRUH/DARCY OLSON,,204-334-6863,1192616,,,,FALSE,335 Kingford Ave
Transport Metals Inc,130 Transport Road,R2C 2Z2,MB,Winnipeg,Kris Mayers,,953-6203,1541275,,,,FALSE,130 Transport Road
Trans-Tech Industries Inc,2037 Plessis Road,R3W 1S4,MB,Winnipeg,"John Braconnier, Owner",,224-0058,1255504,,AAA Trans-Tech Industries Inc,,FALSE,2037 Plessis Road
Trapper's Expiditing Ltd,Highway 207,R2J 0H3,MB,Winnipeg,Michael Arpin,,,9551433,,,,FALSE,Highway 207
Trappers Transport,,,MB,,,,,,,,Trappers Transport Ltd.,FALSE,
Trappers Transport LTD,1300 Rodonda St,,MB,Winnipeg,Carlin Thiessen,,204-697-7634,,,,,FALSE,1300 Rodonda St
Traugott,95 Thompson Drive,N1T 2E4,ON,Cambridge,Dean Stemmler - Project Manager,,519-740-9444,1839778,,,,FALSE,95 Thompson Drive
Traugott Building Contractors Inc,95 Thompson Drive,N1T 2E4,ON,Cambridge,Patrick Cairney,patrick@traugott.com,905.308.1036,1839778,,,,FALSE,95 Thompson Drive
Travel Manitoba,155 Carlton St Suite 700,R3C 3H8,MB,Winnipeg,,,927-7800,,,,,FALSE,155 Carlton St Suite 700
Traveller's Inn,303 North Railway St,R0G 1J0,MB,Morden,Patrick Penner,,822-4515,1119536,,,2872936 Manitoba Ltd,FALSE,303 North Railway St
Travelodge by Wyndham,,,MB,,,,,,,,,FALSE,
Travelodge by Wyndham Brandon,,,MB,,,,,,,,7207434 Manitoba Ltd.,FALSE,
Travelodge by Wyndham Winnipeg,1400 Notre Dame Ave,R3E 3G5,MB,Winnipeg,Mary Lucshnaski,,786-3471,1009786,,Canadiana Motor Hotel,10042123 Manitoba Ltd,FALSE,1400 Notre Dame Ave
Travelodge Winnipeg East,20 Alpine Ave,R2M 0Y5,MB,Winnipeg,Tanya,,231-0595,1173202,,Rivard Hospitality Limited Partnership,3244571 Manitoba Limited,FALSE,20 Alpine Ave
Travis Taylor Construction,,,MB,,,,,,,,,FALSE,
TRB Truck & Trailer Repair Ltd,,,MB,,Rick Blaine (Owner),,204-483-3401,2685733,,,,FALSE,
Treads by Design Ltd.,420 Des Meurons Rue Suite 107,R2H 2N9,MB,Winnipeg,Eric Beaudette -President,eric@treadsbydesign.com,204.878.9321,,,,Treads by Design Ltd.,FALSE,420 Des Meurons Rue Suite 107
Treads by Design Stair Construction,420 Des Meurons Rue Suite 107,R2H 2N9,MB,Winnipeg,Eric Beaudette -President,,,,,,,FALSE,420 Des Meurons Rue Suite 107
Trealship Services Inc.,,,MB,,,,,,,,,FALSE,
Treasure Homes Ltd,,R5A 1A1,MB,St Adolphe,Raymond Rioux,,883-2400; cell 941-0776,1067610,,,,FALSE,
Treasury Board Secretariat,,,MB,,Laurie Pasieczka,laurie.pasieczka@gov.mb.ca,204-945-4088,,,Manitoba Finance,,FALSE,
Tree Line Builders,32B Severn Cres,,MB,Thompson,,,778-6318,,,,,FALSE,32B Severn Cres
Tree Suns Towing Inc,831 Cree Road,,MB,Thompson,Jason Collette,,204-677-4801,,,,,FALSE,831 Cree Road
Treehouse Furniture,,,MB,,,,,,,,,FALSE,
Treeline Builders,32 B Severn Cres,R8N 1M6,MB,Thompson,Anthony Plett (Owner),treelinebuildersmb@gmail.com,204-781-0533,,,,,FALSE,32 B Severn Cres
Trees Now,,,MB,,Jay Siemens,led963@hotmail.com,204.294.5233,,,,,FALSE,
Treewise Inc,36 Woodside Cres,R3W 1B1,MB,Winnipeg,Allison Minaker,infor@treewise.ca,896-7424,1378686,,,,FALSE,36 Woodside Cres
Treherne Bakery Ltd,,,MB,,Glenn,,204-723-2466,0389254,,,,FALSE,
Treherne Collegiate Institute,376 South St,R0G 2V0,MB,Treherne,Jim Hoger,,723-2781,,,,,FALSE,376 South St
Treherne Collision & Glass,,,MB,,,,,1785146,,,,FALSE,
Treherne Diesel Repair Ltd.,,,MB,,Rob Wall,trehernedieselrepair@rocketmail.com,204-723-3895,,,,,FALSE,
Treherne Food Store,,,MB,,,,204-723-2668,,,,,FALSE,
TREK Geotechnical Inc.,,,MB,,Reinhardt Van Rensburg or Nicole Brown,rvanrensburg@trekgeotechnical.ca OR nbrown@trekgeotechnical.ca,204-975-9433,1614940,,,,FALSE,
Trembach Sawmill,,,MB,Pine River,"Trembach, Gerald/Jerry",,,1137264,,,,FALSE,
Trenchworks Ltd.,Victoria Ave Suite 3000G,R7B 3Y3,MB,Brandon,Tim Graham,trenchworks@mymts.net,204-761-0883,1676311,,,,FALSE,Victoria Ave Suite 3000G
Trent Boak Construction,,,MB,,,,,,,,,FALSE,
Trent Boak Construction,,,MB,,,,,,,,,FALSE,
Trevor Lightfoot Roofing & Renovations,1004 College Ave,R2X 1B5,MB,Winnipeg,Trevor LIghtfoot,trevorlightfoot69@hotmail.com,227.3253,,,,,FALSE,1004 College Ave
Trevor Rambow-Independent Contractor for KAAJ Consulting Ltd,22 Bromton Road,R3J 3A6,MB,Winnipeg,Trevor Rambow,ctrambow@mts.net,204.782.5306,,,Independent Contractor for KAAJ Consulting Ltd,,FALSE,22 Bromton Road
Trevor's Touchups,1213 Fife St,R2X 2N5,MB,Winnipeg,Trevor Wall,,633-8851,,,,,FALSE,1213 Fife St
Trev's Electrical Service,122 Cottage Cove Road,R9A 1L5,MB,The Pas,Trevor Polishcuk,,204-624-5774; cell 204-620-0522,1619469,,,,FALSE,122 Cottage Cove Road
Tri City Canada Inc,5 St SE Suite 7004B,T2H 2G3,AB,Calgary,Karen Walch - Manager,karen@tricitycanada.ca,403-287-1114,,,,,FALSE,5 St SE Suite 7004B
Tri Clad Designs Inc,24 Grp 40 RR2 NE 23-4-9 E,R0A 0Y0,MB,Lorette,Ed Colles (Supervisor),dbanman@rainyday.caecolles@rainyday.ca,204-878-3480,1004910,,,,FALSE,24 Grp 40 RR2 NE 23-4-9 E
Tri Con Construction Ltd,755 Osborne St,R3L 2C4,MB,Winnipeg,Marlowe Prasek,,452-5470,1106095,,,,FALSE,755 Osborne St
Tri Ex Excavators Ltd,380 Dupuy Ave,R2J 0T4,MB,Winnipeg,,,222-0955,0791582,,,,FALSE,380 Dupuy Ave
Tri Koating Inc,595 Roblin Blvd E,R6W 4A9,MB,Winkler,Frank Krahn (President) or Bernie Krahn,info@trikoatinginc.com,204-325-7500,1997493,,,,FALSE,595 Roblin Blvd E
Tri Mat Construction,254 Tallgrass,R0A 1J0,MB,Winnipeg,Mathew Hiebert,,371 1732,,,,,FALSE,254 Tallgrass
Tri Me Cabinets and Millwork Ltd,65 Main St S,R0A 0V0,MB,Kleefeld,Lawrence Funk,,377-4292,1029115,,Tri Me Interior Finishes,,FALSE,65 Main St S
Tri R Production Service Ltd,1505 5th Ave S,R0M 2C0,MB,Virden,Gil Renard,,748-3345,,,,,FALSE,1505 5th Ave S
Tri Star Ag Services,266 4th Ave SE,R0G 0J0,MB,Carman,,,204-745-5000,1422815,,,4438842 Manitoba Ltd,FALSE,266 4th Ave SE
Tri Star Screenprinting Limited,,,MB,,,,,,,,Ain't Just Stitchin' Embroidery and Screenprinting,FALSE,
Triad Realty,121 Main St,R8A 1J9,MB,Flin Flon,Lilly Schwartz,,687-8530,,,,,FALSE,121 Main St
Triangle Flooring Ltd,370 1st St,R6W 4B2,MB,Winkler,Lois Peter,,325-6451,1197078,,,3267629 Manitoba Ltd,FALSE,370 1st St
Triangle Oasis Restaurant,880 Triple E Blvd,R6W 4B1,MB,Winkler,Mary & Pete,,(2040 325-9822,,,,,FALSE,880 Triple E Blvd
Triangle Ranch,,R0J 1N0,MB,Onanole,Leonard Boles,,636-2080 cel 729-6290,1593581,,,Triangle Ranch Ltd,FALSE,
Triangle Welding and Machining,"Hwy 10 North, William Road",R0K 0E0,MB,Boissevain,Paul Bell,,534-7382,,,,,FALSE,"Hwy 10 North, William Road"
Trican Well Service Ltd,59 Limestone Road,R7A 7L5,MB,Brandon,Heather Pollack,,(204) 728-9292,1463702,,,,FALSE,59 Limestone Road
Tricia Beauty Shop,615 Selkirk Ave,R2W 2N2,MB,Winnipeg,Patricia Ganon,,,9910030,,,,FALSE,615 Selkirk Ave
TriCity Canada Inc.,7004B 5th St SE,T2H 2G3,MB,Calgary,Rick D'odorico,rick@tricitycanada.ca,403-287-1114,,,,,FALSE,7004B 5th St SE
Tri-City Flooring Inc.,200 Ronald St Suite 516,R3J 3J3,MB,Winnipeg,James Sotiropoulos,,298-7684,1555242,,,,FALSE,200 Ronald St Suite 516
Trickett Interiors Ltd,600 Clifton St Suite Unit C,R3G 2X6,MB,Winnipeg,Matt Trickett or Oliver Murphy,omurphy@ti2008.com,204-779-5671 or 204-797-8634 (Oliver's Cell),,,,,FALSE,600 Clifton St Suite Unit C
Trickle Creek Family Foods,,R0J 1B0,MB,Mccreary,Leslie Muir,,204-835-2382,,,Trickle Creek Meats or Trickle Creek Cattle Company or Trickle Creek General Store,,FALSE,
TriCom Manufacturing Ltd,847 Marion St,R2J 0K6,MB,Winnipeg,Dave Weibe / L. Painchaud,,,1063023,,formerly Euro-craft of Canada 1990 Ltd,,FALSE,847 Marion St
Tri-Com Recycling Inc.,Highway 10 N,R9A 1K5,MB,The Pas,Marjorie Greenwood (Supervisor) or John Thomas (Lead Hand),marggreenwood@expornet.com,204-623-5423,,,,,FALSE,Highway 10 N
Tri-Comm MFG.,,,MB,,,,,,,,,FALSE,
Tricore Alliance Inc.,,,MB,,,,,2212710,,Double H Framing,,FALSE,
Tri-Core Projects Manitoba Ltd,1595 Brookside Blvd S Suite # 5,R2R 1V6,MB,Winnipeg,"John Highmoor, Owner",jhighmoor@tri-core.ca,942-1516 Front desk Cell 471-4235,1432855,,,Tri-Core Projects Manitoba Ltd,FALSE,1595 Brookside Blvd S Suite # 5
Tri-Core Projects Manitoba Ltd,1595 Brookside Blvd S Suite # 5,R2R 1V6,MB,Winnipeg,"John Highmoor, Owner",jhighmoor@tri-core.ca,942-1516 Front desk Cell 471-4235,1432855,,,Tri-Core Projects Manitoba Ltd,FALSE,1595 Brookside Blvd S Suite # 5
TRIDEKON,,,MB,,,,,1519271,,,,FALSE,
Trident Construction,,,MB,,,tcdwca@gmail.com,,2628782,,,,FALSE,
"Tri-Form Poly, Inc",,58271,,Pembina - North Dakota,Byron Irwin,byron@ecodrumcomposter.com,1-204-746-6401 cel 1-701-446-6139,1491166,,,,FALSE,
Trigon Construction Management,35 Ridgeway Circle,N4V 1C9,CA,Woodstock,,,519-602-2222,,,,,FALSE,35 Ridgeway Circle
Tri-Housing Property Management,963 Main St,R2W 3P2,MB,Winnipeg,Herb Yestrau,,942-1226,,,,Tri-Housing Prop Mgmt Inc,FALSE,963 Main St
Tri-J Industries,,,MB,,,,,,,,,FALSE,
Tri-J Industries,,,MB,,,,,1510783,,,,FALSE,
Trikor Builders,71A Burnett Ave,R2G 1C2,MB,Winnipeg,Victor Giesbrecht,,782.0908,1471374,,Trikor Homes,Trikor Enterprises Ltd,FALSE,71A Burnett Ave
Trikor Builders,82 De Baets St,,MB,Winnipeg,Brian Arnold,info@tricor.ca,663-3818,1471374,,,,FALSE,82 De Baets St
Tri-L Industries,Suite SW34-17-15,R0J 1T0,MB,Riding Mountain,John Jenzen or Jason Bartel,,204-966-3372,,,,"Jason Ryan Bartel, John Gordon Jenzen",FALSE,Suite SW34-17-15
Trileaf Colony,,,MB,,,,,,,,,FALSE,
Tri-Line Construction Ltd,384 St Peter St,R0C 0A0,MB,Arborg,,,204-378-2879,0362251,,,,FALSE,384 St Peter St
Trilogy Tree Service,,,MB,,,,,,,,,FALSE,
Trilogy Tree Service,,,MB,,,,,,,,,FALSE,
Trim Line Manufacturig Inc,265 Sutherland St,R2W 5N5,MB,Winnipeg,,,204-9403040,,,,,FALSE,265 Sutherland St
Tri-M Truckin Ltd,,,MB,,Greg Mozil,,204-782-6565,,,,,FALSE,
Tri-Mark Roofing & Renos Inc.,27-10-18 58081 Road 10SW,R7A 5Y5,MB,Brandon,Mark Hofer,trimarkroofing@hotmail.com,725-3204,,,,,FALSE,27-10-18 58081 Road 10SW
TriMat Construction,,R0A 1J0,MB,Pansy,,,,,,,,FALSE,
Trini Canada Contractors,,,MB,,Basil Nicholas (Owner),trinicanadacontractors@gmail.com,204-798-8088,,,,,FALSE,
Trinidad Drilling,,,MB,,,,,862797,,,,FALSE,
Trinity Construction Ltd,139 Avalon Road,R2M 2L4,MB,Winnipeg,Damien Rakowski,,793-3675,,,,,FALSE,139 Avalon Road
Trinkett Interiors,600 Clifton St Suite Unit C,R3G 2X6,MB,,,,204-779-5671,,,,,FALSE,600 Clifton St Suite Unit C
Trio Stars Plastering Ltd,615 Jarvis Ave,R2W 3B3,MB,Winnipeg,"Agostinho Silva, Domonic Cateno",triostar@mts.net,586-8229,1239870,,,,FALSE,615 Jarvis Ave
Triple (TTT) Electric Ltd,1326 Chevrier Blvd,R3T 1Y5,MB,Winnipeg,Larry Thomas,,287-2818,0705939,,,,FALSE,1326 Chevrier Blvd
Triple A Directional Drilling Ltd.,,R0L 1P0,MB,Roblin,Brook Andres,,306-783-5222 Cel 780-265-6813,,,,,FALSE,
Triple B Concrete,142 2nd St E,R0A 0X0,MB,Landmark,John Peters,,204-355-4079,,,,,FALSE,142 2nd St E
Triple B's Restaurant Bar & Billards,1873 Henderson Hwy,R2G 1P4,MB,Winnipeg,Adarsh Bahrj,,339-0886,,,,White Woods Ventures,FALSE,1873 Henderson Hwy
Triple B's Restaurant Bar & Billiards,121 Scurfield Blvd,R3Y 1G4,MB,Winnipeg,Jason Sianchuck,,452-3222,,,,White Woods Ventures,FALSE,121 Scurfield Blvd
Triple C Enterprises Ltd,,,MB,,,,,,,,,FALSE,
Triple C Stucco Ltd.,,,MB,,,,,,,,,FALSE,
Triple CCC Construction,69043 8E Road Suite Bldg B,R0C 3A0,MB,Rosser,Fran Nardella Stan Williams - ops mgr - part owner,,204-694-6085,1362722,,,4396970 Manitoba Ltd.,FALSE,69043 8E Road Suite Bldg B
Triple Creek Foods,,,MB,,,,,,,,,FALSE,
Triple D Electric Ltd,595 Clifton Ave Suite 9,R3G 2X5,MB,Winnipeg,Rob Clouston (Owner),tripledelectric@shaw.ca,204-697-2990 or 204-293-5127 (Cell),667378,,,,FALSE,595 Clifton Ave Suite 9
Triple E Canada Ltd - Lode King Industries Division,135 Canada St,,MB,Winkler,Lloyd Elias,,325-4345,667378,,Lode King Industries,Triple E Canada Ltd,FALSE,135 Canada St
Triple E Canada Ltd. - RV Division,135 Canada St,,MB,Winkler,Lloyd Elias,,325-4345,0667378,,Triple E Canada Ltd.,Triple E Canada Ltd. - RV Division,FALSE,135 Canada St
Triple H Construction Inc.,,,MB,,,,,,,,,FALSE,
Triple J Backhoe Services Ltd,609 Silverdale Ave,R0C 3G0,MB,Winnipeg Beach,John A Skoryk,backhoeservices@mts.net,204-641-0163,,,,,FALSE,609 Silverdale Ave
Triple J Electric,,,MB,,Jaret Pancoe,triplejelectricltd@gmail.com,204-899-0791,2072171,,,,FALSE,
Triple L Construction Inc,138 Portage Ave E Suite 402,R3C 0A1,MB,Winnipeg,Marc Hamonic,,254-3409,1112457,,Triple L Construction,,FALSE,138 Portage Ave E Suite 402
Triple L Excavating Ltd,420 George Ave,R6W 4A9,MB,Winkler,Robert (Bob) Letkeman - Pres.,triplel@mymts.net,204-325-7286 or Cel : 1-204-362-0141,0868232,,,,FALSE,420 George Ave
Triple Leaf Minnedosa Ltd,175 1st Ave NW,R0J 1E0,MB,Minnedosa,,,,1105055,,,,FALSE,175 1st Ave NW
Triple M Furniture Ltd,3635 Victoria Ave,R7B 2L8,MB,Brandon,,,,9991043,,,,FALSE,3635 Victoria Ave
Triple M Sales,1030 Pacific Ave,R3E 1G4,MB,Winnipeg,Garry Masniuk,,772-2245,0836767,,,,FALSE,1030 Pacific Ave
Triple P Services,66038 Lornehill Road,R2C 2Z2,MB,Springfield,Paul Morin,,663-8978,1234426,,,,FALSE,66038 Lornehill Road
Triple R Metal Fabricators Ltd,1401 Dugald Road,R2J 0H3,MB,Winnipeg,Alec Ross,,235-0911,0806067,,,,FALSE,1401 Dugald Road
Triple R Pallet & Crate,252 Apache Drive,R1A 3N4,MB,Winnipeg,Craig Bork,,334-7028,1254127,,,,FALSE,252 Apache Drive
Triple Star Mfg. (Agrimatics Weighing & Data Management),,,MB,,Dean Towes,triplestarmfg.com,204-685-2045,,,,,FALSE,
Triple X Roofing,828 Ashburn St,,MB,Winnipeg,Phil LeClaire,,887-4935,1375450,,Phil's Roofing,,FALSE,828 Ashburn St
Triple-T Backhoe Service,Suite SW 35-20-19W on Rd # 150 off Hwy #362,R7N 3I9,MB,Dauphin,Gordon Todd G T Wasylyshen; Owner,,204-638-1064 (backhoe); 572-5346 (truck); 204-638-7595 (office),,,,,FALSE,Suite SW 35-20-19W on Rd # 150 off Hwy #362
Tri-Power Electric,586 Dobbie Ave Suite B,R2K 1G4,MB,Winnipeg,Bruce Woodward,tripower@mts.net,661-1063,1053180,,,,FALSE,586 Dobbie Ave Suite B
Tripp-Le T Plumbing & Heating,619 Broadway Ave,R0K 1G0,MB,Killarney,Derek Tripp,,204-523-8211,0883694,,,,FALSE,619 Broadway Ave
Tri-Stad Construction Ltd,99 Edmonton St Suite 4437,T6E 5B6,AB,Edmonton,John Nystad,,780-434-3422,1243633,,,,FALSE,99 Edmonton St Suite 4437
Tristan Kisilowski Construction Health & Safety Consultant,,,MB,,,,,,,,,FALSE,
Tri-Star,356 Furby St Suite 203,R3B 2V5,MB,Winnipeg,Sean Thiessen,,788-4006,0791830,,Tri-Star Automation,Tri-Star Electric Co Ltd.,FALSE,356 Furby St Suite 203
Tri-Star Ag Services,,,MB,,Dwayne Warkentin - owner,tstar@mymts.net,204-745-0002,,,,,FALSE,
Tristar Dairy Centre,N 26147 Weins Road Suite 27,R0A 0R0,MB,Grunthal,1465459,,1-204-434-6801,,,,,FALSE,N 26147 Weins Road Suite 27
Tristar Dairy Centre Ltd.,,,MB,,,,,,,,,FALSE,
Tri-star Electric Company Ltd.,,,MB,,,,,,,,,FALSE,
Tri-Star Farms,NW 33-4-5E,R0A 0R0,MB,Grunthal,"Rob Reimer, Owner",,204.434.6459,,,,,FALSE,NW 33-4-5E
Tri-Star HVAC Ltd,1346 Main St,R2W 3T6,MB,Winnipeg,Jason Chartier,,582-3056,1356443,,,,FALSE,1346 Main St
Tri-Star Masonry Contractors Ltd,42 Merit Crescent,R2P 2W5,MB,West St Paul,Helder M Cunha,,334-2446,0791673,,,,FALSE,42 Merit Crescent
Tri-Star Roofing and Renovations,,,MB,,Bob Funk,tristarroofing@hotmail.com,,2154243,,,,FALSE,
Tri-Star Technical,356 Furby St Suite 101,R3B 2V5,MB,Winnipeg,Peter Thiessen,,788-4006 or cell: 981-5669,1388347,,,Tri-Star Traffic Controls Sys. Inc.,FALSE,356 Furby St Suite 101
Tri-Star Traffic Controls,,R3B 2V5,MB,Winnipeg,Kyle Neufeld,kyle.neufeld@tristar.ca,204-663-0545,1288347,,,Tri-Star Traffic Controls Sys Inc,FALSE,
Trisum Logging,NW 36-29-29 W,R0L 1T0,MB,San Clara,,,937-4830,1386119,,,,FALSE,NW 36-29-29 W
Tritec Concrete,,,MB,,,,,,,,6409840 Manitoba Ltd.,FALSE,
Tritek Nurseries,,,MB,,,,,,,Hylife Hog Barn,,FALSE,
Triton Projects Inc,59 Jackson Ave Suite Unit B,R3M 2J2,MB,Winnipeg,Roy Wright,,927-5000,1355205,,,,FALSE,59 Jackson Ave Suite Unit B
Tri-Versa Scaffold Erectors Inc,155 Dawson Road N,R2J 0S6,MB,Winnipeg,Louis Verrier,,233-1559,6155774,,,,FALSE,155 Dawson Road N
Triwaste Reduction Services Inc,800 5th Ave SW Suite 1700,T2P 3T6,AB,Calgary,,,,1133008,,,,FALSE,800 5th Ave SW Suite 1700
Triwave Construction,,,MB,,,,,,,,Triwave Construction,FALSE,
Tri-Wave Construction Ltd,3000G Victoria Ave,R7B 3Y7,MB,Brandon,John Burgess@ 725.7070; Dwayne Fluker @729.7679; Brian Jaska @729.7561,burgesslaw@mts.net,204-728-3669 (Shop),1931252,,Trenchworks Ltd.,4722648 Manitoba Ltd,FALSE,3000G Victoria Ave
Tri-West Construction,25 Scurfield Blvd Suite 1,R3Y 1S5,MB,Winnipeg,Travis Paul,,256-0863,,,,,FALSE,25 Scurfield Blvd Suite 1
